字段,阶段,分位点,数值
annual_income,参考插补后,0.8200000000000001,64191.18
annual_income,参考插补后,0.8300000000000001,65568.68000000002
annual_income,参考插补后,0.8400000000000001,67104.12000000002
annual_income,参考插补后,0.85,68607.15
annual_income,参考插补后,0.86,70188.7
annual_income,参考插补后,0.87,71994.0
annual_income,参考插补后,0.88,73942.08000000002
annual_income,参考插补后,0.89,75980.33
annual_income,参考插补后,0.9,78386.4
annual_income,参考插补后,0.91,80925.27000000002
annual_income,参考插补后,0.92,83849.16
annual_income,参考插补后,0.93,86923.14
annual_income,参考插补后,0.9400000000000001,90582.06
annual_income,参考插补后,0.9500000000000001,95171.20000000001
annual_income,参考插补后,0.9600000000000001,100227.32
annual_income,参考插补后,0.97,107156.03
annual_income,参考插补后,0.98,117148.21999999997
annual_income,参考插补后,0.99,133151.01
nearest_charging_station_km,原始数据,0.01,0.5
nearest_charging_station_km,原始数据,0.02,0.5
nearest_charging_station_km,原始数据,0.03,0.5
nearest_charging_station_km,原始数据,0.04,0.5
nearest_charging_station_km,原始数据,0.05,0.5
nearest_charging_station_km,原始数据,0.060000000000000005,0.5
nearest_charging_station_km,原始数据,0.06999999999999999,0.5
nearest_charging_station_km,原始数据,0.08,0.5
nearest_charging_station_km,原始数据,0.09,0.5
nearest_charging_station_km,原始数据,0.09999999999999999,0.5
nearest_charging_station_km,原始数据,0.11,0.5
nearest_charging_station_km,原始数据,0.12,0.5
nearest_charging_station_km,原始数据,0.13,0.7
nearest_charging_station_km,原始数据,0.14,0.9
nearest_charging_station_km,原始数据,0.15000000000000002,1.1
nearest_charging_station_km,原始数据,0.16,1.3
nearest_charging_station_km,原始数据,0.17,1.5
nearest_charging_station_km,原始数据,0.18000000000000002,1.8
nearest_charging_station_km,原始数据,0.19,2.0
nearest_charging_station_km,原始数据,0.2,2.2
nearest_charging_station_km,原始数据,0.21000000000000002,2.3
nearest_charging_station_km,原始数据,0.22,2.5
nearest_charging_station_km,原始数据,0.23,2.7
nearest_charging_station_km,原始数据,0.24000000000000002,2.9
nearest_charging_station_km,原始数据,0.25,3.0
nearest_charging_station_km,原始数据,0.26,3.2
nearest_charging_station_km,原始数据,0.27,3.4
nearest_charging_station_km,原始数据,0.28,3.5
nearest_charging_station_km,原始数据,0.29000000000000004,3.7
nearest_charging_station_km,原始数据,0.3,3.9
nearest_charging_station_km,原始数据,0.31,4.0
nearest_charging_station_km,原始数据,0.32,4.2
nearest_charging_station_km,原始数据,0.33,4.367000000000189
nearest_charging_station_km,原始数据,0.34,4.5
nearest_charging_station_km,原始数据,0.35000000000000003,4.7
nearest_charging_station_km,原始数据,0.36000000000000004,4.8
nearest_charging_station_km,原始数据,0.37,5.0
nearest_charging_station_km,原始数据,0.38,5.1
nearest_charging_station_km,原始数据,0.39,5.3
nearest_charging_station_km,原始数据,0.4,5.4
nearest_charging_station_km,原始数据,0.41000000000000003,5.6
nearest_charging_station_km,原始数据,0.42000000000000004,5.7
nearest_charging_station_km,原始数据,0.43,5.9
nearest_charging_station_km,原始数据,0.44,6.0
nearest_charging_station_km,原始数据,0.45,6.2
nearest_charging_station_km,原始数据,0.46,6.3
nearest_charging_station_km,原始数据,0.47000000000000003,6.5
nearest_charging_station_km,原始数据,0.48000000000000004,6.6
nearest_charging_station_km,原始数据,0.49,6.8
nearest_charging_station_km,原始数据,0.5,6.9
nearest_charging_station_km,原始数据,0.51,7.1
nearest_charging_station_km,原始数据,0.52,7.2
nearest_charging_station_km,原始数据,0.53,7.3
nearest_charging_station_km,原始数据,0.54,7.5
nearest_charging_station_km,原始数据,0.55,7.6
nearest_charging_station_km,原始数据,0.56,7.8
nearest_charging_station_km,原始数据,0.5700000000000001,7.9
nearest_charging_station_km,原始数据,0.5800000000000001,8.1
nearest_charging_station_km,原始数据,0.59,8.2
nearest_charging_station_km,原始数据,0.6,8.4
nearest_charging_station_km,原始数据,0.61,8.5
nearest_charging_station_km,原始数据,0.62,8.7
nearest_charging_station_km,原始数据,0.63,8.8
nearest_charging_station_km,原始数据,0.64,9.0
nearest_charging_station_km,原始数据,0.65,9.1
nearest_charging_station_km,原始数据,0.66,9.3
nearest_charging_station_km,原始数据,0.67,9.4
nearest_charging_station_km,原始数据,0.68,9.6
nearest_charging_station_km,原始数据,0.6900000000000001,9.7
nearest_charging_station_km,原始数据,0.7000000000000001,9.9
nearest_charging_station_km,原始数据,0.7100000000000001,10.0
nearest_charging_station_km,原始数据,0.72,10.2
nearest_charging_station_km,原始数据,0.73,10.4
nearest_charging_station_km,原始数据,0.74,10.5
nearest_charging_station_km,原始数据,0.75,10.7
nearest_charging_station_km,原始数据,0.76,10.9
nearest_charging_station_km,原始数据,0.77,11.0
nearest_charging_station_km,原始数据,0.78,11.2
nearest_charging_station_km,原始数据,0.79,11.4
nearest_charging_station_km,原始数据,0.8,11.6
nearest_charging_station_km,原始数据,0.81,11.7
nearest_charging_station_km,原始数据,0.8200000000000001,11.9
nearest_charging_station_km,原始数据,0.8300000000000001,12.1
nearest_charging_station_km,原始数据,0.8400000000000001,12.3
nearest_charging_station_km,原始数据,0.85,12.5
nearest_charging_station_km,原始数据,0.86,12.7
nearest_charging_station_km,原始数据,0.87,12.9
nearest_charging_station_km,原始数据,0.88,13.2
nearest_charging_station_km,原始数据,0.89,13.4
nearest_charging_station_km,原始数据,0.9,13.7
nearest_charging_station_km,原始数据,0.91,13.9
nearest_charging_station_km,原始数据,0.92,14.2
nearest_charging_station_km,原始数据,0.93,14.6
nearest_charging_station_km,原始数据,0.9400000000000001,14.9
nearest_charging_station_km,原始数据,0.9500000000000001,15.3
nearest_charging_station_km,原始数据,0.9600000000000001,15.8
nearest_charging_station_km,原始数据,0.97,16.4
nearest_charging_station_km,原始数据,0.98,17.1
nearest_charging_station_km,原始数据,0.99,18.4
nearest_charging_station_km,规则清洗后,0.01,0.5
nearest_charging_station_km,规则清洗后,0.02,0.5
nearest_charging_station_km,规则清洗后,0.03,0.5
nearest_charging_station_km,规则清洗后,0.04,0.5
nearest_charging_station_km,规则清洗后,0.05,0.5
nearest_charging_station_km,规则清洗后,0.060000000000000005,0.5
nearest_charging_station_km,规则清洗后,0.06999999999999999,0.5
nearest_charging_station_km,规则清洗后,0.08,0.5
nearest_charging_station_km,规则清洗后,0.09,0.5
nearest_charging_station_km,规则清洗后,0.09999999999999999,0.5
nearest_charging_station_km,规则清洗后,0.11,0.5
nearest_charging_station_km,规则清洗后,0.12,0.5
nearest_charging_station_km,规则清洗后,0.13,0.7
nearest_charging_station_km,规则清洗后,0.14,0.9
nearest_charging_station_km,规则清洗后,0.15000000000000002,1.1
nearest_charging_station_km,规则清洗后,0.16,1.3
nearest_charging_station_km,规则清洗后,0.17,1.5
nearest_charging_station_km,规则清洗后,0.18000000000000002,1.8
nearest_charging_station_km,规则清洗后,0.19,2.0
nearest_charging_station_km,规则清洗后,0.2,2.2
nearest_charging_station_km,规则清洗后,0.21000000000000002,2.3
nearest_charging_station_km,规则清洗后,0.22,2.5
nearest_charging_station_km,规则清洗后,0.23,2.7
nearest_charging_station_km,规则清洗后,0.24000000000000002,2.9
nearest_charging_station_km,规则清洗后,0.25,3.0
nearest_charging_station_km,规则清洗后,0.26,3.2
nearest_charging_station_km,规则清洗后,0.27,3.4
nearest_charging_station_km,规则清洗后,0.28,3.5
nearest_charging_station_km,规则清洗后,0.29000000000000004,3.7
nearest_charging_station_km,规则清洗后,0.3,3.9
nearest_charging_station_km,规则清洗后,0.31,4.0
nearest_charging_station_km,规则清洗后,0.32,4.2
nearest_charging_station_km,规则清洗后,0.33,4.367000000000189
nearest_charging_station_km,规则清洗后,0.34,4.5
nearest_charging_station_km,规则清洗后,0.35000000000000003,4.7
nearest_charging_station_km,规则清洗后,0.36000000000000004,4.8
nearest_charging_station_km,规则清洗后,0.37,5.0
nearest_charging_station_km,规则清洗后,0.38,5.1
nearest_charging_station_km,规则清洗后,0.39,5.3
nearest_charging_station_km,规则清洗后,0.4,5.4
nearest_charging_station_km,规则清洗后,0.41000000000000003,5.6
nearest_charging_station_km,规则清洗后,0.42000000000000004,5.7
nearest_charging_station_km,规则清洗后,0.43,5.9
nearest_charging_station_km,规则清洗后,0.44,6.0
nearest_charging_station_km,规则清洗后,0.45,6.2
nearest_charging_station_km,规则清洗后,0.46,6.3
nearest_charging_station_km,规则清洗后,0.47000000000000003,6.5
nearest_charging_station_km,规则清洗后,0.48000000000000004,6.6
nearest_charging_station_km,规则清洗后,0.49,6.8
nearest_charging_station_km,规则清洗后,0.5,6.9
nearest_charging_station_km,规则清洗后,0.51,7.1
nearest_charging_station_km,规则清洗后,0.52,7.2
nearest_charging_station_km,规则清洗后,0.53,7.3
nearest_charging_station_km,规则清洗后,0.54,7.5
nearest_charging_station_km,规则清洗后,0.55,7.6
nearest_charging_station_km,规则清洗后,0.56,7.8
nearest_charging_station_km,规则清洗后,0.5700000000000001,7.9
nearest_charging_station_km,规则清洗后,0.5800000000000001,8.1
nearest_charging_station_km,规则清洗后,0.59,8.2
nearest_charging_station_km,规则清洗后,0.6,8.4
nearest_charging_station_km,规则清洗后,0.61,8.5
nearest_charging_station_km,规则清洗后,0.62,8.7
nearest_charging_station_km,规则清洗后,0.63,8.8
nearest_charging_station_km,规则清洗后,0.64,9.0
nearest_charging_station_km,规则清洗后,0.65,9.1
nearest_charging_station_km,规则清洗后,0.66,9.3
nearest_charging_station_km,规则清洗后,0.67,9.4
nearest_charging_station_km,规则清洗后,0.68,9.6
nearest_charging_station_km,规则清洗后,0.6900000000000001,9.7
nearest_charging_station_km,规则清洗后,0.7000000000000001,9.9
nearest_charging_station_km,规则清洗后,0.7100000000000001,10.0
nearest_charging_station_km,规则清洗后,0.72,10.2
nearest_charging_station_km,规则清洗后,0.73,10.4
nearest_charging_station_km,规则清洗后,0.74,10.5
nearest_charging_station_km,规则清洗后,0.75,10.7
nearest_charging_station_km,规则清洗后,0.76,10.9
nearest_charging_station_km,规则清洗后,0.77,11.0
nearest_charging_station_km,规则清洗后,0.78,11.2
nearest_charging_station_km,规则清洗后,0.79,11.4
nearest_charging_station_km,规则清洗后,0.8,11.6
nearest_charging_station_km,规则清洗后,0.81,11.7
nearest_charging_station_km,规则清洗后,0.8200000000000001,11.9
nearest_charging_station_km,规则清洗后,0.8300000000000001,12.1
nearest_charging_station_km,规则清洗后,0.8400000000000001,12.3
nearest_charging_station_km,规则清洗后,0.85,12.5
nearest_charging_station_km,规则清洗后,0.86,12.7
nearest_charging_station_km,规则清洗后,0.87,12.9
nearest_charging_station_km,规则清洗后,0.88,13.2
nearest_charging_station_km,规则清洗后,0.89,13.4
nearest_charging_station_km,规则清洗后,0.9,13.7
nearest_charging_station_km,规则清洗后,0.91,13.9
nearest_charging_station_km,规则清洗后,0.92,14.2
nearest_charging_station_km,规则清洗后,0.93,14.6
nearest_charging_station_km,规则清洗后,0.9400000000000001,14.9
nearest_charging_station_km,规则清洗后,0.9500000000000001,15.3
nearest_charging_station_km,规则清洗后,0.9600000000000001,15.8
nearest_charging_station_km,规则清洗后,0.97,16.4
nearest_charging_station_km,规则清洗后,0.98,17.1
nearest_charging_station_km,规则清洗后,0.99,18.4
nearest_charging_station_km,参考插补后,0.01,0.5
nearest_charging_station_km,参考插补后,0.02,0.5
nearest_charging_station_km,参考插补后,0.03,0.5
nearest_charging_station_km,参考插补后,0.04,0.5
nearest_charging_station_km,参考插补后,0.05,0.5
nearest_charging_station_km,参考插补后,0.060000000000000005,0.5
nearest_charging_station_km,参考插补后,0.06999999999999999,0.5
nearest_charging_station_km,参考插补后,0.08,0.5
nearest_charging_station_km,参考插补后,0.09,0.5
nearest_charging_station_km,参考插补后,0.09999999999999999,0.5
nearest_charging_station_km,参考插补后,0.11,0.5
nearest_charging_station_km,参考插补后,0.12,0.5
nearest_charging_station_km,参考插补后,0.13,0.7
nearest_charging_station_km,参考插补后,0.14,0.9
nearest_charging_station_km,参考插补后,0.15000000000000002,1.1
nearest_charging_station_km,参考插补后,0.16,1.3
nearest_charging_station_km,参考插补后,0.17,1.5
nearest_charging_station_km,参考插补后,0.18000000000000002,1.8
nearest_charging_station_km,参考插补后,0.19,2.0
nearest_charging_station_km,参考插补后,0.2,2.2
nearest_charging_station_km,参考插补后,0.21000000000000002,2.3
nearest_charging_station_km,参考插补后,0.22,2.5
nearest_charging_station_km,参考插补后,0.23,2.7
nearest_charging_station_km,参考插补后,0.24000000000000002,2.9
nearest_charging_station_km,参考插补后,0.25,3.0
nearest_charging_station_km,参考插补后,0.26,3.2
nearest_charging_station_km,参考插补后,0.27,3.4
nearest_charging_station_km,参考插补后,0.28,3.5
nearest_charging_station_km,参考插补后,0.29000000000000004,3.7
nearest_charging_station_km,参考插补后,0.3,3.9
nearest_charging_station_km,参考插补后,0.31,4.0
nearest_charging_station_km,参考插补后,0.32,4.2
nearest_charging_station_km,参考插补后,0.33,4.367000000000189
nearest_charging_station_km,参考插补后,0.34,4.5
nearest_charging_station_km,参考插补后,0.35000000000000003,4.7
nearest_charging_station_km,参考插补后,0.36000000000000004,4.8
nearest_charging_station_km,参考插补后,0.37,5.0
nearest_charging_station_km,参考插补后,0.38,5.1
nearest_charging_station_km,参考插补后,0.39,5.3
nearest_charging_station_km,参考插补后,0.4,5.4
nearest_charging_station_km,参考插补后,0.41000000000000003,5.6
nearest_charging_station_km,参考插补后,0.42000000000000004,5.7
nearest_charging_station_km,参考插补后,0.43,5.9
nearest_charging_station_km,参考插补后,0.44,6.0
nearest_charging_station_km,参考插补后,0.45,6.2
nearest_charging_station_km,参考插补后,0.46,6.3
nearest_charging_station_km,参考插补后,0.47000000000000003,6.5
nearest_charging_station_km,参考插补后,0.48000000000000004,6.6
nearest_charging_station_km,参考插补后,0.49,6.8
nearest_charging_station_km,参考插补后,0.5,6.9
nearest_charging_station_km,参考插补后,0.51,7.1
nearest_charging_station_km,参考插补后,0.52,7.2
nearest_charging_station_km,参考插补后,0.53,7.3
nearest_charging_station_km,参考插补后,0.54,7.5
nearest_charging_station_km,参考插补后,0.55,7.6
nearest_charging_station_km,参考插补后,0.56,7.8
nearest_charging_station_km,参考插补后,0.5700000000000001,7.9
nearest_charging_station_km,参考插补后,0.5800000000000001,8.1
nearest_charging_station_km,参考插补后,0.59,8.2
nearest_charging_station_km,参考插补后,0.6,8.4
nearest_charging_station_km,参考插补后,0.61,8.5
nearest_charging_station_km,参考插补后,0.62,8.7
nearest_charging_station_km,参考插补后,0.63,8.8
nearest_charging_station_km,参考插补后,0.64,9.0
nearest_charging_station_km,参考插补后,0.65,9.1
nearest_charging_station_km,参考插补后,0.66,9.3
nearest_charging_station_km,参考插补后,0.67,9.4
nearest_charging_station_km,参考插补后,0.68,9.6
nearest_charging_station_km,参考插补后,0.6900000000000001,9.7
nearest_charging_station_km,参考插补后,0.7000000000000001,9.9
nearest_charging_station_km,参考插补后,0.7100000000000001,10.0
nearest_charging_station_km,参考插补后,0.72,10.2
nearest_charging_station_km,参考插补后,0.73,10.4
nearest_charging_station_km,参考插补后,0.74,10.5
nearest_charging_station_km,参考插补后,0.75,10.7
nearest_charging_station_km,参考插补后,0.76,10.9
nearest_charging_station_km,参考插补后,0.77,11.0
nearest_charging_station_km,参考插补后,0.78,11.2
nearest_charging_station_km,参考插补后,0.79,11.4
nearest_charging_station_km,参考插补后,0.8,11.6
nearest_charging_station_km,参考插补后,0.81,11.7
nearest_charging_station_km,参考插补后,0.8200000000000001,11.9
nearest_charging_station_km,参考插补后,0.8300000000000001,12.1
nearest_charging_station_km,参考插补后,0.8400000000000001,12.3
nearest_charging_station_km,参考插补后,0.85,12.5
nearest_charging_station_km,参考插补后,0.86,12.7
nearest_charging_station_km,参考插补后,0.87,12.9
nearest_charging_station_km,参考插补后,0.88,13.2
nearest_charging_station_km,参考插补后,0.89,13.4
nearest_charging_station_km,参考插补后,0.9,13.7
nearest_charging_station_km,参考插补后,0.91,13.9
nearest_charging_station_km,参考插补后,0.92,14.2
nearest_charging_station_km,参考插补后,0.93,14.6
nearest_charging_station_km,参考插补后,0.9400000000000001,14.9
nearest_charging_station_km,参考插补后,0.9500000000000001,15.3
nearest_charging_station_km,参考插补后,0.9600000000000001,15.8
nearest_charging_station_km,参考插补后,0.97,16.4
nearest_charging_station_km,参考插补后,0.98,17.1
nearest_charging_station_km,参考插补后,0.99,18.4
